module,type,name,res_id,src,value,comments
cap_project_progress_report,model_terms,"ir.ui.view,arch_db",cap_project_progress_report.report_project_progress_document,<span>Hours</span>,,
cap_project_progress_report,model_terms,"ir.ui.view,arch_db",cap_project_progress_report.report_project_progress_document,5. Notes,5. Remarques,
cap_project_progress_report,model_terms,"ir.ui.view,arch_db",cap_project_progress_report.report_project_progress_document,4. Notes,,
cap_project_progress_report,model_terms,"ir.ui.view,arch_db",cap_project_progress_report.report_project_progress_document_id,1. Project progress,1.Avancement du projet,
cap_project_progress_report,model_terms,"ir.ui.view,arch_db",cap_project_progress_report.report_project_progress_document_id,Signing this document acknowledges that you are informed of the project progress and project decisions reported in this document.,Ce document atteste que vous êtes informé de l'avancement du projet et les décisions de projet rapportées dans ce document.,
cap_project_progress_report,model_terms,"ir.ui.view,arch_db",cap_project_progress_report.report_project_progress_document_id,1.1 Global progress of the,1.1 Indicateurs de,
cap_project_progress_report,model_terms,"ir.ui.view,arch_db",cap_project_progress_report.report_project_progress_document_id,<strong>Hours left in current bucket:</strong>,<strong>Heures restantes dans les carnets de temps:</strong>,
cap_project_progress_report,model_terms,"ir.ui.view,arch_db",cap_project_progress_report.report_project_progress_document_id,2. Work in progress,2. Travaux en cours,
cap_project_progress_report,model_terms,"ir.ui.view,arch_db",cap_project_progress_report.report_project_progress_document_id,2.1 Task done since last report,2.1 Tâches effectuées depuis le dernier rapport,
cap_project_progress_report,model_terms,"ir.ui.view,arch_db",cap_project_progress_report.report_project_progress_document_id,All tasks presented in the demo meeting,Retrouvez ici la liste des tâches présentées en réunion de démonstration,
cap_project_progress_report,model_terms,"ir.ui.view,arch_db",cap_project_progress_report.report_project_progress_document_id,ID,,
cap_project_progress_report,model_terms,"ir.ui.view,arch_db",cap_project_progress_report.report_project_progress_document_id,Task name,Nom de la tâche,
cap_project_progress_report,model_terms,"ir.ui.view,arch_db",cap_project_progress_report.report_project_progress_document_id,Domain,,
cap_project_progress_report,model_terms,"ir.ui.view,arch_db",cap_project_progress_report.report_project_progress_document_id,Planned/Not planned,Planifiée/Non Planifiée,
cap_project_progress_report,model_terms,"ir.ui.view,arch_db",cap_project_progress_report.report_project_progress_document_id,Status,Statut,
cap_project_progress_report,model_terms,"ir.ui.view,arch_db",cap_project_progress_report.report_project_progress_document_id,2.2 Tasks on hold,2.2 Tâche en attente,
cap_project_progress_report,model_terms,"ir.ui.view,arch_db",cap_project_progress_report.report_project_progress_document_id,All tasks on hold that are:,Retrouvez ici toutes les tâches en attente :,
cap_project_progress_report,model_terms,"ir.ui.view,arch_db",cap_project_progress_report.report_project_progress_document_id,Waiting on documents / information,En attente de documents/informations,
cap_project_progress_report,model_terms,"ir.ui.view,arch_db",cap_project_progress_report.report_project_progress_document_id,Waiting on customer validation to continue,En attente de la validation du client pour continuer,
cap_project_progress_report,model_terms,"ir.ui.view,arch_db",cap_project_progress_report.report_project_progress_document_id,"Go-Live date may be postponed if validation or information needed is not given on time
                <br/>",La date de Go-Live peut être reportée si la validation ou les informations ne sont pas fournies à temps,
cap_project_progress_report,model_terms,"ir.ui.view,arch_db",cap_project_progress_report.report_project_progress_document_id,Task,Tâche,
cap_project_progress_report,model_terms,"ir.ui.view,arch_db",cap_project_progress_report.report_project_progress_document_id,Date planned - start,Date de planification - début,
cap_project_progress_report,model_terms,"ir.ui.view,arch_db",cap_project_progress_report.report_project_progress_document_id,Date planned - end,Date de planification - fin,
cap_project_progress_report,model_terms,"ir.ui.view,arch_db",cap_project_progress_report.report_project_progress_document_id,Estimated time,Temps estimé,
cap_project_progress_report,model_terms,"ir.ui.view,arch_db",cap_project_progress_report.report_project_progress_document_id,2.3 Task planned for next period,2.3 Tâches prévues pour la prochaine période,
cap_project_progress_report,model_terms,"ir.ui.view,arch_db",cap_project_progress_report.report_project_progress_document_id,Start date,Date de début,
cap_project_progress_report,model_terms,"ir.ui.view,arch_db",cap_project_progress_report.report_project_progress_document_id,Remaining time,Temps restant,
cap_project_progress_report,model_terms,"ir.ui.view,arch_db",cap_project_progress_report.report_project_progress_document_id,3. Upcoming meetings,3. Réunions à venir,
cap_project_progress_report,model_terms,"ir.ui.view,arch_db",cap_project_progress_report.report_project_progress_document_id,4. Time tracking,4. Suivi du temps,
cap_project_progress_report,model_terms,"ir.ui.view,arch_db",cap_project_progress_report.report_project_progress_document_id,Global consumption of your credit time,Retrouvez ici la consommation globale de votre crédit temps,
cap_project_progress_report,model_terms,"ir.ui.view,arch_db",cap_project_progress_report.report_project_progress_document_id,Sale order,Commande,
cap_project_progress_report,model_terms,"ir.ui.view,arch_db",cap_project_progress_report.report_project_progress_document_id,Hours ordered,Heures commandées,
cap_project_progress_report,model_terms,"ir.ui.view,arch_db",cap_project_progress_report.report_project_progress_document_id,Hours consumed,Heures consommées,
cap_project_progress_report,model_terms,"ir.ui.view,arch_db",cap_project_progress_report.report_project_progress_document_id,Hours remaining,Heures restantes,
cap_project_progress_report,model_terms,"ir.ui.view,arch_db",cap_project_progress_report.report_project_progress_document_id,"<br/>
                    Consumption of your credit time of last 4 weeks",Nombre d'heures consommées les 4 dernières semaines,
cap_project_progress_report,model_terms,"ir.ui.view,arch_db",cap_project_progress_report.report_project_progress_document_id,Current week,,
cap_project_progress_report,model_terms,"ir.ui.view,arch_db",cap_project_progress_report.report_project_progress_document_id,<span>Hours</span>,,
cap_project_progress_report,model_terms,"ir.ui.view,arch_db",cap_project_progress_report.report_project_progress_document_id,5. Notes,5. Remarques,
cap_project_progress_report,model_terms,"ir.ui.view,arch_db",cap_project_progress_report.report_project_progress_document_id,4. Notes,,
cap_project_progress_report,model,"mail.template,name",cap_project_progress_report.project_progress_report_custom_mail_template,Project Progress Report : Request Signature,,
cap_project_progress_report,model,"mail.template,description",cap_project_progress_report.project_progress_report_custom_mail_template,"Edit this template to customize project progress report mail
        ",,
cap_project_progress_report,model,"mail.template,subject",cap_project_progress_report.project_progress_report_custom_mail_template,{{ object.sign_request_id.reference }},CAPTIVEA - CR avancement projet -  {{ object.sign_request_id.reference }},
